Roll No,Gender,District,Rank,Apt_BAR,p1,p2,QuotaGroup,QuotaType,phaseNo,valid,amount,admitted,year
4633,Female,Dadeldhura,3509,,12,,Open,Female Quota,1,1,500,0,2081
5639,Female,Dadeldhura,6465,,12,,Open,Female Quota,1,1,500,0,2081
7032,Female,Dadeldhura,6165,,1,,Reserved Quota,,1,0,500,0,2081
3569,Male,Dadeldhura,1152,,2,,Open,Open,1,1,500,0,2081
3569,Male,Dadeldhura,1152,,2,,Open,Open,2,1,500,0,2081
5419,Male,Dailekh,304,,7,8,Open,Open,1,1,1000,1,2081
6441,Male,Dailekh,236,,1,,Open,Open,1,1,500,1,2081
3281,Female,Dang,4346,,1,2,Open,Female Quota,1,1,2500,1,2081
1262,Female,Dang,4337,,2,,Government Sponsored,Government Sponsored Quota,1,0,500,0,2081
1262,Female,Dang,4337,,1,,Reserved Quota,,1,0,500,0,2081
1074,Female,Dang,871,,3,4,Open,Female Quota,1,1,1500,0,2081
1045,Female,Dang,370,,11,12,Open,Female Quota,1,1,1000,1,2081
9278,Female,Dang,588,1,11,12,Open,Female Quota,1,1,3000,1,2081
343,Female,Dang,5095,1,4,,Open,Female Quota,1,1,1000,0,2081
343,Female,Dang,5095,1,3,,IOE/TU Teacher/Staff,IOE/TU Teacher/Staff Quota,1,0,500,0,2081
7961,Female,Dang,5342,,5,11,Reserved Quota,,1,0,2000,0,2081
3281,Female,Dang,4346,,29,,Open,Female Quota,2,1,500,1,2081
3849,Male,Dang,2130,,30,,Open,Open,1,1,500,1,2081
5107,Male,Dang,88,,29,,Open,Open,1,1,500,1,2081
3017,Male,Dang,103,,9,7,Open,Open,1,1,3000,1,2081
1211,Male,Dang,123,,11,12,Open,Open,1,1,1500,1,2081
819,Male,Dang,285,,1,5,Open,Open,1,1,1500,1,2081
2801,Male,Dang,481,,2,,Open,Open,1,1,500,1,2081
7264,Male,Dang,673,,2,,Open,Open,1,1,500,0,2081
7267,Male,Dang,1052,,2,10,Open,Open,1,1,1000,0,2081
2224,Male,Dang,2977,,2,,Open,Open,1,1,500,0,2081
1710,Male,Dang,431,,5,,Open,Open,1,1,500,1,2081
1740,Male,Dang,1454,,27,28,Open,Open,1,1,1000,1,2081
3830,Male,Dang,1440,,27,28,Open,Open,1,1,1500,0,2081
5188,Male,Dang,1643,,6,,Open,Open,1,1,500,1,2081
1778,Male,Dang,381,,1,2,Open,Open,1,1,1000,1,2081
298,Male,Dang,705,,5,2,Open,Open,1,1,1500,1,2081
5831,Male,Dang,1083,,6,,Open,Open,1,1,500,1,2081
332,Male,Dang,1129,,10,,Open,Open,1,1,500,1,2081
1716,Male,Dang,2587,,2,,Open,Open,1,1,500,0,2081
1565,Male,Dang,755,,29,,Open,Open,1,1,500,0,2081
2637,Male,Dang,731,,9,10,Open,Open,1,1,1000,1,2081
1023,Male,Dang,486,,5,,Open,Open,1,1,500,1,2081
421,Male,Dang,1023,,2,,Open,Open,1,1,500,0,2081
1760,Male,Dang,454,,1,,Open,Open,1,1,500,0,2081
5604,Male,Dang,3733,,6,,Open,Open,1,1,500,0,2081
1960,Male,Dang,24,,11,12,Open,Open,1,1,1000,1,2081
1898,Male,Dang,164,,1,5,Open,Open,1,1,1000,1,2081
1979,Male,Dang,4602,1,3,4,Open,Open,1,1,1500,0,2081
5475,Male,Dang,2075,,27,28,Open,Open,1,1,1000,0,2081
771,Male,Dang,1310,,2,,Open,Open,1,1,500,0,2081
1915,Male,Dang,768,,12,,Open,Open,1,1,500,0,2081
1760,Male,Dang,454,,1,,Open,Open,2,1,500,0,2081
6806,Male,Dang,4109,,28,,Open,Open,2,1,500,0,2081
771,Male,Dang,1310,,2,,Open,Open,2,1,500,0,2081
110,Male,Darchula,307,,1,2,Open,Open,1,1,2500,1,2081
5199,Male,Darchula,188,,1,,Open,Open,1,1,500,1,2081
6474,Male,Darchula,548,,2,,Open,Open,1,1,500,0,2081
1335,Male,Darchula,387,,1,,Reserved Quota,Others,1,1,500,1,2081
1335,Male,Darchula,387,,1,,Open,Open,1,1,500,1,2081
6640,Male,Darchula,2297,,28,,Open,Open,1,1,500,0,2081
110,Male,Darchula,307,,1,,Open,Open,2,1,500,1,2081
3349,Female,Dhading,1210,,6,10,Open,Female Quota,1,1,1000,1,2081
8065,Female,Dhading,4203,,27,28,Open,Female Quota,1,1,2000,1,2081
3515,Female,Dhading,2499,,5,,Open,Female Quota,1,1,500,1,2081
3515,Female,Dhading,2499,,5,,Reserved Quota,Female,1,1,500,1,2081
4154,Female,Dhading,4099,,1,,Reserved Quota,,1,0,500,0,2081
4154,Female,Dhading,4099,,2,,Open,Female Quota,1,1,500,0,2081
3672,Female,Dhading,2438,,1,2,Open,Female Quota,1,1,1000,0,2081
4270,Female,Dhading,2957,,11,1,Reserved Quota,Female,1,1,2500,1,2081
4909,Female,Dhading,5080,,4,,Open,Female Quota,1,1,1000,0,2081
4654,Female,Dhading,4183,1,3,,Reserved Quota,Adivashi/Janajati,1,1,1000,1,2081
8065,Female,Dhading,4203,,27,28,Open,Female Quota,2,1,1000,1,2081
3717,Male,Dhading,477,,1,,Open,Open,1,1,500,0,2081
321,Male,Dhading,17,,11,,Open,Open,1,1,500,1,2081
642,Male,Dhading,91,,7,1,Open,Open,1,1,1000,1,2081
7391,Male,Dhading,2705,,28,,Open,Open,1,1,500,0,2081
5098,Male,Dhading,2304,,28,,Open,Open,1,1,500,1,2081
420,Male,Dhading,578,,27,28,Open,Open,1,1,3000,1,2081
971,Male,Dhading,1246,,11,7,Reserved Quota,Adivashi/Janajati,1,1,1000,1,2081
9008,Male,Dhading,1518,,6,,Open,Open,1,1,500,0,2081
6149,Male,Dhading,2358,,1,2,Open,Open,1,1,1000,0,2081
1726,Male,Dhading,439,,9,10,Open,Open,1,1,2000,1,2081
6234,Male,Dhading,1787,,10,,Open,Open,1,1,500,0,2081
4593,Male,Dhading,149,,7,12,Open,Open,1,1,1000,1,2081
3975,Male,Dhading,5335,,12,,Open,Open,1,1,500,0,2081
8401,Male,Dhading,4166,,10,30,Open,Open,1,1,1000,0,2081
3265,Male,Dhading,442,,11,12,Open,Open,1,1,1000,0,2081
3248,Male,Dhading,1288,,1,11,Reserved Quota,Adivashi/Janajati,1,1,2000,0,2081
3248,Male,Dhading,1288,,1,11,Open,Open,1,1,2000,0,2081
4642,Male,Dhading,814,,2,,Open,Open,1,1,500,1,2081
2186,Male,Dhading,1076,,12,,Open,Open,1,1,500,0,2081
3717,Male,Dhading,477,,1,,Open,Open,2,1,500,0,2081
7391,Male,Dhading,2705,,28,30,Open,Open,2,1,1000,0,2081
5098,Male,Dhading,2304,,28,,Open,Open,2,1,500,1,2081
4642,Male,Dhading,814,,2,,Open,Open,2,1,500,1,2081
629,Female,Dhankuta,709,,5,6,Open,Female Quota,1,1,1000,1,2081
1459,Female,Dhankuta,2969,,6,,Open,Female Quota,1,1,500,0,2081
629,Female,Dhankuta,709,,5,,Open,Female Quota,2,1,500,1,2081
1930,Male,Dhankuta,1474,,10,,Open,Open,1,1,500,0,2081
3996,Male,Dhankuta,826,,1,2,Open,Open,1,1,1500,0,2081
7331,Male,Dhankuta,138,,12,1,Open,Open,1,1,2000,1,2081
6838,Male,Dhankuta,2652,,30,,Open,Open,1,1,500,0,2081
5637,Female,Dhanusha,627,,1,2,Open,Female Quota,1,1,1000,1,2081
5623,Female,Dhanusha,1243,,2,12,Open,Female Quota,1,1,1000,0,2081
1662,Female,Dhanusha,780,,2,,Open,Female Quota,1,1,500,1,2081
3052,Female,Dhanusha,3255,1,1,11,Reserved Quota,Madheshi,1,1,4500,1,2081
2007,Female,Dhanusha,3464,,12,2,Open,Female Quota,1,1,1000,0,2081
4892,Female,Dhanusha,4665,,11,1,Reserved Quota,,1,0,1000,0,2081
8332,Female,Dhanusha,4348,,8,,Open,Female Quota,1,1,500,0,2081
4718,Female,Dhanusha,1027,,11,7,Reserved Quota,Female,1,1,1500,0,2081
8004,Female,Dhanusha,4326,,2,,Open,Female Quota,1,1,500,0,2081
431,Female,Dhanusha,1400,,2,9,Open,Female Quota,1,1,1000,0,2081
8625,Female,Dhanusha,3231,,28,,Open,Female Quota,1,1,500,0,2081
7317,Female,Dhanusha,2560,,12,7,Open,Female Quota,1,1,2500,0,2081
8618,Female,Dhanusha,831,,2,,Open,Female Quota,1,1,500,1,2081
8098,Female,Dhanusha,4539,,12,,Open,Female Quota,1,1,500,0,2081
8625,Female,Dhanusha,3231,,28,8,Open,Female Quota,2,1,1000,0,2081
8618,Female,Dhanusha,831,,2,,Open,Female Quota,2,1,500,1,2081
7317,Female,Dhanusha,2560,,2,,Open,Female Quota,3,1,500,0,2081
227,Male,Dhanusha,513,,1,2,Open,Open,1,1,2000,1,2081
1112,Male,Dhanusha,3498,,10,,Open,Open,1,1,500,0,2081
271,Male,Dhanusha,2791,,28,,Open,Open,1,1,500,0,2081
2143,Male,Dhanusha,4598,,1,5,Reserved Quota,,1,0,1000,0,2081
4,Male,Dhanusha,75,,11,7,Open,Open,1,1,1500,0,2081
1155,Male,Dhanusha,3217,,2,,Open,Open,1,1,500,0,2081
4675,Male,Dhanusha,903,,8,5,Open,Open,1,1,1500,1,2081
641,Male,Dhanusha,462,,11,7,Reserved Quota,Madheshi,1,1,1500,1,2081
2653,Male,Dhanusha,12,,1,,Open,Open,1,1,500,1,2081
641,Male,Dhanusha,462,,27,,Open,Open,1,1,500,1,2081
6540,Male,Dhanusha,924,,11,,Open,Open,1,1,500,1,2081
4106,Male,Dhanusha,329,,1,7,Open,Open,1,1,2000,1,2081
2721,Male,Dhanusha,2824,,11,7,Reserved Quota,,1,0,1000,0,2081
700,Male,Dhanusha,6411,,2,,Open,Open,1,1,500,0,2081
700,Male,Dhanusha,6411,,1,,Reserved Quota,,1,0,500,0,2081
1309,Male,Dhanusha,2573,,6,,Open,Open,1,1,500,0,2081
4747,Male,Dhanusha,2010,,1,7,Reserved Quota,Madheshi,1,1,1500,1,2081
7625,Male,Dhanusha,1187,,7,,Open,Open,1,1,500,0,2081
831,Male,Dhanusha,690,,1,2,Open,Open,1,1,2500,1,2081
4511,Male,Dhanusha,1723,,6,2,Open,Open,1,1,1000,0,2081
5520,Male,Dhanusha,4289,,27,,Open,Open,1,1,500,0,2081
5197,Male,Dhanusha,783,,5,2,Open,Open,1,1,1500,1,2081
839,Male,Dhanusha,368,,11,12,Open,Open,1,1,1000,0,2081
3736,Male,Dhanusha,435,,7,8,Open,Open,1,1,2000,1,2081
4626,Male,Dhanusha,891,,2,,Open,Open,1,1,500,0,2081
353,Male,Dhanusha,413,,12,,Open,Open,1,1,500,0,2081
5160,Male,Dhanusha,2230,,6,,Open,Open,1,1,500,0,2081
2663,Male,Dhanusha,208,,1,5,Open,Open,1,1,1000,1,2081
5900,Male,Dhanusha,1492,,12,6,Open,Open,1,1,1000,0,2081
7532,Male,Dhanusha,1299,,6,2,Open,Open,1,1,1000,1,2081
6845,Male,Dhanusha,2844,,30,,Open,Open,1,1,500,0,2081
6458,Male,Dhanusha,3369,,30,,Open,Open,1,1,500,0,2081
2569,Male,Dhanusha,520,,5,27,Open,Open,1,1,1000,1,2081
3684,Male,Dhanusha,2238,,27,28,Open,Open,1,1,1000,1,2081
7745,Male,Dhanusha,5144,,11,12,Open,Open,1,1,2000,0,2081
8673,Male,Dhanusha,1494,,8,,Open,Open,1,1,500,0,2081
2350,Male,Dhanusha,842,,1,,Open,Open,1,1,500,1,2081
2350,Male,Dhanusha,842,,1,,Reserved Quota,Madheshi,1,1,500,1,2081
3638,Male,Dhanusha,478,,1,,Reserved Quota,,1,0,500,0,2081
3638,Male,Dhanusha,478,,2,,Open,Open,1,1,500,0,2081
9116,Male,Dhanusha,205,,7,,Open,Open,1,1,500,0,2081
4375,Male,Dhanusha,1457,,27,29,Open,Open,1,1,2000,0,2081
2568,Male,Dhanusha,832,,11,7,Reserved Quota,Madheshi,1,1,1500,1,2081
5704,Male,Dhanusha,220,,12,9,Open,Open,1,1,1000,1,2081
2568,Male,Dhanusha,832,,5,7,Open,Open,1,1,1000,1,2081
2027,Male,Dhanusha,3732,,12,,Open,Open,1,1,500,0,2081
2216,Male,Dhanusha,5298,,12,28,Open,Open,1,1,1000,0,2081
2602,Male,Dhanusha,4306,,12,,Open,Open,1,1,500,0,2081
8817,Male,Dhanusha,1360,,6,,Open,Open,1,1,500,1,2081
2090,Male,Dhanusha,4730,,30,,Open,Open,1,1,500,0,2081
5792,Male,Dhanusha,1468,,3,4,Open,Open,1,1,1500,0,2081
4675,Male,Dhanusha,903,,8,5,Open,Open,2,1,1000,1,2081
3684,Male,Dhanusha,2238,,27,28,Open,Open,2,1,1000,1,2081
6540,Male,Dhanusha,924,,28,,Open,Open,2,1,500,1,2081
3638,Male,Dhanusha,478,,1,,Open,Open,2,1,500,0,2081
2602,Male,Dhanusha,4306,,12,,Open,Open,2,1,500,0,2081
5197,Male,Dhanusha,783,,5,,Open,Open,2,1,500,1,2081
2895,Male,Dhanusha,2210,,6,,Open,Open,2,1,500,0,2081
7148,Male,Dhanusha,5967,,12,8,Open,Open,2,1,1000,0,2081
7532,Male,Dhanusha,1299,,2,,Open,Open,2,1,500,1,2081
6245,Male,Dhanusha,1744,,2,,Open,Open,2,1,500,0,2081
4375,Male,Dhanusha,1457,,27,29,Open,Open,2,1,1000,0,2081
4375,Male,Dhanusha,1457,,2,,Open,Open,3,0,500,0,2081
2704,Female,Dolakha,1334,,1,2,Open,Female Quota,1,1,1000,0,2081
728,Female,Dolakha,1389,,11,1,Open,Female Quota,1,1,2000,0,2081
2448,Female,Dolakha,1861,1,4,10,Open,Female Quota,1,1,1500,1,2081
3170,Female,Dolakha,3481,,2,,Open,Female Quota,1,1,500,0,2081
6212,Female,Dolakha,2182,,9,10,Open,Female Quota,1,1,2000,0,2081
2448,Female,Dolakha,1861,1,3,,Open,Female Quota,2,1,500,1,2081
3779,Male,Dolakha,240,,1,2,Open,Open,1,1,1000,1,2081
1961,Male,Dolakha,825,,11,12,Open,Open,1,1,2000,0,2081
3998,Male,Dolakha,1747,,2,,Open,Open,1,1,500,0,2081
633,Male,Dolakha,960,,12,,Open,Open,1,1,500,0,2081
9358,Male,Dolakha,1757,,9,,Reserved Quota,,1,0,500,0,2081
9358,Male,Dolakha,1757,,10,,Open,Open,1,1,500,0,2081
1307,Male,Dolakha,139,,1,2,Open,Open,1,1,1000,1,2081
3746,Male,Dolakha,158,,1,2,Open,Open,1,1,1000,1,2081
37,Male,Dolakha,4879,,8,,Open,Open,1,1,500,0,2081
4531,Male,Dolakha,261,,12,,Open,Open,1,1,500,0,2081
3980,Male,Dolakha,1190,,6,,Open,Open,2,1,500,1,2081
965,Female,Dolpa,4787,,1,,Open,Female Quota,1,1,500,0,2081
965,Female,Dolpa,4787,,1,5,Reserved Quota,,1,0,1000,0,2081
2601,Male,Doti,337,,5,,Open,Open,1,1,500,1,2081
4095,Male,Doti,364,,12,7,Open,Open,1,1,1500,1,2081
4095,Male,Doti,364,,11,,IOE/TU Teacher/Staff,IOE/TU Teacher/Staff Quota,1,0,500,1,2081
1352,Female,Gorkha,2112,1,3,4,Open,Female Quota,1,1,1500,0,2081
2066,Female,Gorkha,3693,,8,,Open,Female Quota,1,1,500,0,2081
2306,Female,Gorkha,2175,,8,,Open,Female Quota,1,1,500,0,2081
2174,Female,Gorkha,5692,,2,,Open,Female Quota,1,1,500,0,2081
6023,Female,Gorkha,1359,,12,,Open,Female Quota,1,1,500,0,2081
5918,Female,Gorkha,6402,,27,28,Open,Female Quota,1,1,2000,1,2081
9147,Female,Gorkha,4012,1,3,4,Open,Female Quota,1,1,1500,0,2081
5918,Female,Gorkha,6402,,28,30,Open,Female Quota,2,1,1000,1,2081
1691,Male,Gorkha,1412,,2,,Open,Open,1,1,500,0,2081
2512,Male,Gorkha,570,,2,,Open,Open,1,1,500,0,2081
32,Male,Gorkha,56,,1,,Open,Open,1,1,500,1,2081
2919,Male,Gorkha,915,,2,,Open,Open,1,1,500,0,2081
6152,Male,Gorkha,2644,1,3,4,Open,Open,1,1,1500,0,2081
1089,Male,Gorkha,4589,,30,,Open,Open,1,1,500,0,2081
1235,Male,Gorkha,3791,,29,30,Open,Open,1,1,1000,0,2081
5868,Male,Gorkha,3174,,28,30,Open,Open,1,1,1000,1,2081
4653,Male,Gorkha,861,,9,1,Open,Open,1,1,2000,0,2081
7135,Male,Gorkha,1368,,2,28,Open,Open,1,1,1000,0,2081
3698,Male,Gorkha,1062,,1,11,Reserved Quota,Others,1,1,1500,0,2081
893,Male,Gorkha,2417,,29,6,Open,Open,1,1,2000,0,2081
4083,Male,Gorkha,1131,,1,2,Open,Open,1,1,1000,0,2081
2512,Male,Gorkha,570,,8,,Open,Open,2,1,500,0,2081
6267,Male,Gorkha,2621,,12,,Open,Open,2,1,500,0,2081
6152,Male,Gorkha,2644,1,3,4,Open,Open,2,1,1000,0,2081
264,Female,Gulmi,3161,,2,6,Open,Female Quota,1,1,1000,0,2081
1412,Female,Gulmi,2982,,1,,Reserved Quota,,1,0,500,0,2081
3637,Female,Gulmi,4182,,4,10,Open,Female Quota,1,1,1500,0,2081
6686,Female,Gulmi,920,,2,1,Open,Female Quota,1,1,2000,0,2081
5102,Female,Gulmi,3979,,4,,Open,Female Quota,1,1,1000,0,2081
1167,Female,Gulmi,6527,,2,,Open,Female Quota,1,1,500,0,2081
2813,Male,Gulmi,807,,7,8,Open,Open,1,1,1000,0,2081
3568,Male,Gulmi,2136,,6,10,Open,Open,1,1,1000,1,2081
4590,Male,Gulmi,1869,,27,28,Open,Open,1,1,1000,1,2081
7243,Male,Gulmi,1529,,29,,Open,Open,1,1,500,0,2081
2116,Male,Gulmi,69,,11,12,Open,Open,1,1,1500,1,2081
1165,Male,Gulmi,961,,12,2,Open,Open,1,1,2500,0,2081
6350,Male,Gulmi,95,,11,7,Open,Open,1,1,1000,1,2081
1178,Male,Gulmi,125,,11,1,Open,Open,1,1,1000,1,2081
5416,Male,Gulmi,85,,1,,Open,Open,1,1,500,1,2081
254,Male,Gulmi,58,,11,12,Open,Open,1,1,1000,1,2081
12,Male,Gulmi,4251,,30,,Open,Open,1,1,500,1,2081
2880,Male,Gulmi,692,,8,5,Open,Open,1,1,1500,1,2081
1353,Male,Gulmi,620,,1,2,Open,Open,1,1,1000,1,2081
7701,Male,Gulmi,467,,1,2,Open,Open,1,1,1000,1,2081
1276,Male,Gulmi,262,,7,5,Open,Open,1,1,1000,1,2081
7217,Male,Gulmi,2244,,12,,Open,Open,1,1,500,0,2081
6158,Male,Gulmi,532,,1,2,Open,Open,1,1,1000,1,2081
3885,Male,Gulmi,2431,,6,,Open,Open,1,1,500,1,2081
885,Male,Gulmi,2503,,12,,Open,Open,1,1,500,0,2081
4401,Male,Gulmi,1444,,11,1,Reserved Quota,Adivashi/Janajati,1,1,2000,1,2081
8578,Male,Gulmi,310,,1,,Open,Open,1,1,500,1,2081
194,Male,Gulmi,320,,12,8,Open,Open,1,1,1000,1,2081
6049,Male,Gulmi,89,,11,12,Open,Open,1,1,1500,1,2081
194,Male,Gulmi,320,,12,,Open,Open,2,1,500,1,2081
2880,Male,Gulmi,692,,8,5,Open,Open,2,1,1000,1,2081
7243,Male,Gulmi,1529,,29,,Open,Open,2,1,500,0,2081
2813,Male,Gulmi,807,,8,,Open,Open,2,1,500,0,2081
8578,Male,Gulmi,310,,1,,Open,Open,2,1,500,1,2081
3568,Male,Gulmi,2136,,6,,Open,Open,2,1,500,1,2081
8701,Male,Gulmi,408,,8,,Open,Open,2,1,500,0,2081
3885,Male,Gulmi,2431,,6,,Open,Open,2,1,500,1,2081
1579,Male,Humla,2715,,1,,Reserved Quota,,1,0,500,0,2081
5980,Male,Humla,2407,,2,,Open,Open,2,1,500,0,2081
205,Female,Ilam,3589,,29,30,Open,Female Quota,1,1,1500,1,2081
3183,Female,Ilam,3458,,10,,Open,Female Quota,1,1,500,0,2081
7542,Female,Ilam,1434,,1,2,Open,Female Quota,1,1,1000,0,2081
7616,Female,Ilam,4777,,12,,Open,Female Quota,1,1,500,0,2081
3239,Male,Ilam,736,,1,2,Open,Open,1,1,2500,1,2081
4641,Male,Ilam,348,,1,2,Open,Open,1,1,1500,1,2081
414,Male,Ilam,383,,7,8,Open,Open,1,1,1500,1,2081
96,Male,Ilam,427,,12,8,Open,Open,1,1,1000,0,2081
4038,Male,Ilam,468,,11,12,Open,Open,1,1,1000,0,2081
1755,Male,Ilam,834,,2,,Open,Open,1,1,500,0,2081
3359,Male,Ilam,437,,12,,Open,Open,1,1,500,0,2081
1993,Male,Ilam,886,,8,,Open,Open,1,1,500,0,2081
6522,Male,Ilam,657,,2,,Open,Open,1,1,500,1,2081
5931,Male,Ilam,1427,,6,10,Open,Open,1,1,1000,1,2081
5282,Male,Ilam,305,,1,2,Open,Open,1,1,1500,1,2081
7787,Male,Ilam,154,,12,,Open,Open,1,1,500,1,2081
5037,Male,Ilam,401,,5,,Open,Open,1,1,500,1,2081
5037,Male,Ilam,401,,7,,Reserved Quota,Dalit,1,1,500,1,2081
4038,Male,Ilam,468,,8,,Open,Open,2,1,500,0,2081
3239,Male,Ilam,736,,2,,Open,Open,2,1,500,1,2081
5282,Male,Ilam,305,,1,,Open,Open,2,1,500,1,2081
7109,Male,Jajarkot,6457,,12,2,Open,Open,1,1,1000,0,2081
3020,Male,Jajarkot,2865,,1,,Reserved Quota,Durgam Chettra,1,1,500,1,2081
813,Female,Jhapa,1829,,27,28,Open,Female Quota,1,1,1000,1,2081
1256,Female,Jhapa,1516,,12,,Open,Female Quota,1,1,500,0,2081
3526,Female,Jhapa,1549,,12,,Open,Female Quota,1,1,500,0,2081
1673,Female,Jhapa,3103,,2,30,Open,Female Quota,1,1,1000,0,2081
5969,Female,Jhapa,3992,,12,28,Open,Female Quota,1,1,1000,0,2081
2596,Female,Jhapa,499,,1,,Open,Female Quota,1,1,500,1,2081
5028,Female,Jhapa,1453,,12,,Open,Female Quota,1,1,500,0,2081
6915,Female,Jhapa,959,,1,,Open,Female Quota,1,1,500,1,2081
6915,Female,Jhapa,959,,1,11,Reserved Quota,Dalit,1,1,1500,1,2081
5425,Female,Jhapa,2152,,7,,Open,Female Quota,1,1,500,0,2081
303,Female,Jhapa,1564,,12,8,Open,Female Quota,1,1,1000,0,2081
4955,Female,Jhapa,2733,1,4,3,Open,Female Quota,1,1,3000,0,2081
6205,Female,Jhapa,4400,,30,28,Open,Female Quota,1,1,1000,0,2081
1887,Female,Jhapa,5810,1,4,28,Open,Female Quota,1,1,2000,0,2081
4158,Female,Jhapa,3702,,11,27,Reserved Quota,,1,0,1000,0,2081
6889,Female,Jhapa,3664,1,4,,Open,Female Quota,1,1,1000,0,2081
6205,Female,Jhapa,4400,,28,8,Open,Female Quota,2,1,1000,0,2081
813,Female,Jhapa,1829,,27,,Open,Female Quota,2,1,500,1,2081
1887,Female,Jhapa,5810,1,2,28,Open,Female Quota,3,1,1000,0,2081
7160,Male,Jhapa,136,,11,7,Open,Open,1,1,2000,1,2081
204,Male,Jhapa,760,,2,,Open,Open,1,1,500,1,2081
316,Male,Jhapa,219,,1,2,Open,Open,1,1,1000,1,2081
1194,Male,Jhapa,27,,1,,Open,Open,1,1,500,1,2081
1170,Male,Jhapa,1060,,27,28,Open,Open,1,1,1000,1,2081
2851,Male,Jhapa,1749,,2,,Open,Open,1,1,500,0,2081
4875,Male,Jhapa,1326,,6,,Open,Open,1,1,500,1,2081
5387,Male,Jhapa,323,,12,27,Open,Open,1,1,1000,1,2081
2071,Male,Jhapa,221,,7,5,Open,Open,1,1,1000,1,2081
3417,Male,Jhapa,1202,,1,2,Open,Open,1,1,1000,0,2081
4327,Male,Jhapa,272,,9,,Open,Open,1,1,500,1,2081
1043,Male,Jhapa,1064,,27,28,Open,Open,1,1,1000,1,2081
2381,Male,Jhapa,2309,,12,,Open,Open,1,1,500,0,2081
820,Male,Jhapa,1147,,2,,Open,Open,1,1,500,0,2081
2425,Male,Jhapa,1644,,29,10,Open,Open,1,1,2500,1,2081
1096,Male,Jhapa,66,,11,12,Open,Open,1,1,1000,1,2081
6869,Male,Jhapa,18,,11,7,Open,Open,1,1,1000,1,2081
3079,Male,Jhapa,369,,1,,Open,Open,1,1,500,0,2081
1453,Male,Jhapa,60,,1,,Open,Open,1,1,500,1,2081
5017,Male,Jhapa,1133,,12,2,Open,Open,1,1,2500,1,2081
5016,Male,Jhapa,581,,8,2,Open,Open,1,1,1500,1,2081
579,Male,Jhapa,78,,11,7,Open,Open,1,1,1500,1,2081
511,Male,Jhapa,1469,,29,30,Open,Open,1,1,1000,1,2081
6530,Male,Jhapa,823,,11,12,Open,Open,1,1,2000,1,2081
3704,Male,Jhapa,679,,11,1,Reserved Quota,Others,1,1,1000,1,2081
4298,Male,Jhapa,241,,12,,Open,Open,1,1,500,0,2081
1497,Male,Jhapa,1430,,8,10,Open,Open,1,1,1500,0,2081
812,Male,Jhapa,6439,,28,,Open,Open,1,1,500,0,2081
1830,Male,Jhapa,157,,12,7,Open,Open,1,1,1500,1,2081
1584,Male,Jhapa,977,,5,6,Open,Open,1,1,1000,1,2081
2664,Male,Jhapa,1857,,28,,Open,Open,1,1,500,0,2081
4804,Male,Jhapa,3916,,30,10,Open,Open,1,1,1000,0,2081
741,Male,Jhapa,321,,1,,Open,Open,1,1,500,0,2081
1213,Male,Jhapa,2714,,28,,Open,Open,1,1,500,0,2081
1837,Male,Jhapa,453,,12,11,Open,Open,1,1,1000,0,2081
258,Male,Jhapa,191,,1,,Open,Open,1,1,500,1,2081
4596,Male,Jhapa,3028,,30,,Open,Open,1,1,500,0,2081
2409,Male,Jhapa,649,,12,7,Open,Open,1,1,1500,0,2081
2658,Male,Jhapa,936,,7,29,Open,Open,1,1,2000,0,2081
2431,Male,Jhapa,2593,,9,10,Open,Open,1,1,2000,0,2081
4246,Male,Jhapa,1189,,27,10,Open,Open,1,1,1000,0,2081
192,Male,Jhapa,92,,7,,Open,Open,1,1,500,1,2081
6018,Male,Jhapa,102,,7,,Open,Open,1,1,500,0,2081
1552,Male,Jhapa,1411,,11,7,Reserved Quota,,1,0,1000,0,2081
5365,Male,Jhapa,893,,10,,Open,Open,1,1,500,0,2081
2750,Male,Jhapa,5292,,11,12,Open,Open,1,1,2000,0,2081
204,Male,Jhapa,760,,1,2,Open,Open,2,1,1000,1,2081
2409,Male,Jhapa,649,,8,,Open,Open,2,1,500,0,2081
2431,Male,Jhapa,2593,,28,,Open,Open,2,1,500,0,2081
1213,Male,Jhapa,2714,,28,,Open,Open,2,1,500,0,2081
5387,Male,Jhapa,323,,28,,Open,Open,3,1,500,1,2081
3395,Male,Jumla,3888,,1,,Reserved Quota,,1,0,500,0,2081
889,Male,Jumla,108,,11,7,Open,Open,1,1,1500,1,2081
5380,Male,Jumla,1318,,1,,Reserved Quota,,1,0,500,0,2081
7282,Male,Jumla,4114,,1,11,Reserved Quota,Dalit,1,1,1500,1,2081
2316,Male,Jumla,2132,1,2,4,Open,Open,1,1,1500,0,2081
3571,Female,Kailali,772,,12,8,Open,Female Quota,1,1,1000,0,2081
1240,Female,Kailali,5313,,6,30,Open,Female Quota,1,1,1000,0,2081
2837,Female,Kailali,4354,,30,,Open,Female Quota,1,1,500,0,2081
1078,Female,Kailali,1101,,2,,Open,Female Quota,1,1,500,0,2081
5611,Female,Kailali,1215,1,3,4,Open,Female Quota,1,1,1500,1,2081
1105,Female,Kailali,1344,,9,10,Open,Female Quota,1,1,1500,1,2081
1148,Female,Kailali,3382,,11,12,Open,Female Quota,1,1,1000,0,2081
7824,Female,Kailali,3658,,28,,Open,Female Quota,2,1,500,0,2081
814,Male,Kailali,683,,2,,Open,Open,1,1,500,1,2081
